"key","type","code"
"2305843009214444147","recv","recv(acceptSocket, data, 100 - 1, 0)"
"2305843009214444148","IDENTIFIER","acceptSocket"
"2305843009214444149","IDENTIFIER","data"
"2305843009214444150","<operator>.subtraction","100 - 1"
"2305843009214444151","LITERAL","100"
"2305843009214444152","LITERAL","1"
"2305843009214444153","LITERAL","0"
"2305843009214444154","CONTROL_STRUCTURE","if (recvResult == SOCKET_ERROR || recvResult == 0)"
"2305843009214444155","<operator>.logicalOr","recvResult == SOCKET_ERROR || recvResult == 0"
"2305843009214444156","<operator>.equals","recvResult == SOCKET_ERROR"
"2305843009214444157","IDENTIFIER","recvResult"
"2305843009214444158","IDENTIFIER","SOCKET_ERROR"
"2305843009214444159","<operator>.equals","recvResult == 0"
"2305843009214444160","IDENTIFIER","recvResult"
"2305843009214444161","LITERAL","0"
"2305843009214444162","BLOCK",""
"2305843009214444163","CONTROL_STRUCTURE","break;"
"2305843009214444164","<operator>.assignment","data[recvResult] = '\0'"
"2305843009214444165","<operator>.indirectIndexAccess","data[recvResult]"
"2305843009214444166","IDENTIFIER","data"
"2305843009214444167","IDENTIFIER","recvResult"
"2305843009214444168","LITERAL","'\0'"
"2305843009214444169","LITERAL","0"
"2305843009214444170","CONTROL_STRUCTURE","if (acceptSocket != INVALID_SOCKET)"
"2305843009214444171","<operator>.notEquals","acceptSocket != INVALID_SOCKET"
"2305843009214444172","IDENTIFIER","acceptSocket"
"2305843009214444173","IDENTIFIER","INVALID_SOCKET"
"2305843009214444174","BLOCK",""
"2305843009214444175","closesocket","closesocket(acceptSocket)"
"2305843009214444176","IDENTIFIER","acceptSocket"
"2305843009214444177","CONTROL_STRUCTURE","if (listenSocket != INVALID_SOCKET)"
"2305843009214444178","<operator>.notEquals","listenSocket != INVALID_SOCKET"
"2305843009214444179","IDENTIFIER","listenSocket"
"2305843009214444180","IDENTIFIER","INVALID_SOCKET"
"2305843009214444181","BLOCK",""
"2305843009214444182","closesocket","closesocket(listenSocket)"
"2305843009214444183","IDENTIFIER","listenSocket"
"2305843009214444184","CONTROL_STRUCTURE","if (wsaDataInit)"
"2305843009214444185","IDENTIFIER","wsaDataInit"
"2305843009214444186","BLOCK",""
"2305843009214444187","WSACleanup","WSACleanup()"
"2305843009214444188","BLOCK",""
"2305843009214444189","LOCAL","dataCopy: char *"
"2305843009214444190","<operator>.assignment","* dataCopy = data"
"2305843009214444191","IDENTIFIER","dataCopy"
"2305843009214444192","IDENTIFIER","data"
"2305843009214444193","LOCAL","data: char *"
"2305843009214444194","<operator>.assignment","* data = dataCopy"
"2305843009214444195","IDENTIFIER","data"
"2305843009214444196","IDENTIFIER","dataCopy"
"2305843009214444197","CONTROL_STRUCTURE","if (!SetComputerNameA(data))"
"2305843009214444198","<operator>.logicalNot","!SetComputerNameA(data)"
"2305843009214444199","SetComputerNameA","SetComputerNameA(data)"
"2305843009214444200","IDENTIFIER","data"
"2305843009214444201","BLOCK",""
"2305843009214444202","printLine","printLine(\""Failure setting computer name\"")"
"2305843009214444203","LITERAL","\""Failure setting computer name\"""
"2305843009214444204","exit","exit(1)"
"2305843009214444205","LITERAL","1"
"2305843009214444206","METHOD_RETURN","void"
"2305843009214444207","METHOD","goodG2B"
"2305843009214444208","BLOCK",""
"2305843009214444209","LOCAL","data: char *"
"2305843009214444210","LOCAL","dataBuffer: char [ 100 ]"
"2305843009214444211","<operator>.assignment","dataBuffer[100] = \""\"""
"2305843009214444212","IDENTIFIER","dataBuffer"
"2305843009214444213","LITERAL","\""\"""
"2305843009214444214","<operator>.assignment","data = dataBuffer"
"2305843009214444215","IDENTIFIER","data"
"2305843009214444216","IDENTIFIER","dataBuffer"
"2305843009214444217","strcpy","strcpy(data, \""hostname\"")"
"2305843009214444218","IDENTIFIER","data"
"2305843009214444219","LITERAL","\""hostname\"""
"2305843009214444220","BLOCK",""
"2305843009214444221","LOCAL","dataCopy: char *"
"2305843009214444222","<operator>.assignment","* dataCopy = data"
"2305843009214444223","IDENTIFIER","dataCopy"
"2305843009214444224","IDENTIFIER","data"
"2305843009214444225","LOCAL","data: char *"
"2305843009214444226","<operator>.assignment","* data = dataCopy"
"2305843009214444227","IDENTIFIER","data"
"2305843009214444228","IDENTIFIER","dataCopy"
"2305843009214444229","CONTROL_STRUCTURE","if (!SetComputerNameA(data))"
"2305843009214444230","<operator>.logicalNot","!SetComputerNameA(data)"
"2305843009214444231","SetComputerNameA","SetComputerNameA(data)"
"2305843009214444232","IDENTIFIER","data"
"2305843009214444233","BLOCK",""
"2305843009214444234","printLine","printLine(\""Failure setting computer name\"")"
"2305843009214444235","LITERAL","\""Failure setting computer name\"""
"2305843009214444236","exit","exit(1)"
"2305843009214444237","LITERAL","1"
"2305843009214444238","METHOD_RETURN","static void"
"2305843009214444239","METHOD","CWE15_External_Control_of_System_or_Configuration_Setting__w32_31_good"
"2305843009214444240","BLOCK",""
"2305843009214444241","goodG2B","goodG2B()"
"2305843009214444242","METHOD_RETURN","void"
"2305843009214444243","METHOD","main"
"2305843009214444244","PARAM","int argc"
"2305843009214444245","PARAM","char * argv[]"
"2305843009214444246","BLOCK",""
"2305843009214444247","srand","srand( (unsigned)time(NULL) )"
"2305843009214444248","<operator>.cast","(unsigned)time(NULL)"
"2305843009214444249","UNKNOWN","unsigned"
"2305843009214444250","time","time(NULL)"
"2305843009214444251","IDENTIFIER","NULL"
"2305843009214444252","printLine","printLine(\""Calling good()...\"")"
"2305843009214444253","LITERAL","\""Calling good()...\"""
"2305843009214444254","CWE15_External_Control_of_System_or_Configuration_Setting__w32_31_good","CWE15_External_Control_of_System_or_Configuration_Setting__w32_31_good()"
"2305843009214444255","printLine","printLine(\""Finished good()\"")"
"2305843009214444256","LITERAL","\""Finished good()\"""
"2305843009214444257","printLine","printLine(\""Calling bad()...\"")"
"2305843009214444258","LITERAL","\""Calling bad()...\"""
"2305843009214444259","CWE15_External_Control_of_System_or_Configuration_Setting__w32_31_bad","CWE15_External_Control_of_System_or_Configuration_Setting__w32_31_bad()"
"2305843009214444260","printLine","printLine(\""Finished bad()\"")"
"2305843009214444261","LITERAL","\""Finished bad()\"""
"2305843009214444262","RETURN","return 0;"
"2305843009214444263","LITERAL","0"
"2305843009214444264","METHOD_RETURN","int"
"2415645057272227078","METHOD","CWE15_External_Control_of_System_or_Configuration_Setting__w32_32_bad"
"2415645057272227079","BLOCK",""
"2415645057272227080","LOCAL","data: char *"
"2415645057272227081","LOCAL","dataPtr1: char * *"
"2415645057272227082","<operator>.assignment","* *dataPtr1 = &data"
"2415645057272227083","IDENTIFIER","dataPtr1"
"2415645057272227084","<operator>.addressOf","&data"
"2415645057272227085","IDENTIFIER","data"
"2415645057272227086","LOCAL","dataPtr2: char * *"
"2415645057272227087","<operator>.assignment","* *dataPtr2 = &data"
"2415645057272227088","IDENTIFIER","dataPtr2"
"2415645057272227089","<operator>.addressOf","&data"
"2415645057272227090","IDENTIFIER","data"
"2415645057272227091","LOCAL","dataBuffer: char [ 100 ]"
"2415645057272227092","<operator>.assignment","dataBuffer[100] = \""\"""
"2415645057272227093","IDENTIFIER","dataBuffer"
"2415645057272227094","LITERAL","\""\"""
"2415645057272227095","<operator>.assignment","data = dataBuffer"
"2415645057272227096","IDENTIFIER","data"
"2415645057272227097","IDENTIFIER","dataBuffer"
"2415645057272227098","BLOCK",""
"2415645057272227099","LOCAL","data: char *"
"2415645057272227100","<operator>.assignment","* data = *dataPtr1"
"2415645057272227101","IDENTIFIER","data"
"2415645057272227102","<operator>.indirection","*dataPtr1"
"2415645057272227103","IDENTIFIER","dataPtr1"
"2415645057272227104","BLOCK",""
"2415645057272227105","LOCAL","wsaData: WSADATA"
"2415645057272227106","LOCAL","wsaDataInit: BOOL"
"2415645057272227107","<operator>.assignment","wsaDataInit = FALSE"
"2415645057272227108","IDENTIFIER","wsaDataInit"
"2415645057272227109","IDENTIFIER","FALSE"
"2415645057272227110","LOCAL","listenSocket: SOCKET"
"2415645057272227111","<operator>.assignment","listenSocket = INVALID_SOCKET"
"2415645057272227112","IDENTIFIER","listenSocket"
"2415645057272227113","IDENTIFIER","INVALID_SOCKET"
"2415645057272227114","LOCAL","acceptSocket: SOCKET"
"2415645057272227115","<operator>.assignment","acceptSocket = INVALID_SOCKET"
"2415645057272227116","IDENTIFIER","acceptSocket"
"2415645057272227117","IDENTIFIER","INVALID_SOCKET"
"2415645057272227118","LOCAL","service: struct sockaddr_in"
"2415645057272227119","LOCAL","recvResult: int"
"2415645057272227120","CONTROL_STRUCTURE","do"
"2415645057272227121","BLOCK",""
"2415645057272227122","CONTROL_STRUCTURE","if (WSAStartup(MAKEWORD(2,2), &wsaData) != NO_ERROR)"
"2415645057272227123","<operator>.notEquals","WSAStartup(MAKEWORD(2,2), &wsaData) != NO_ERROR"
"2415645057272227124","WSAStartup","WSAStartup(MAKEWORD(2,2), &wsaData)"
"2415645057272227125","MAKEWORD","MAKEWORD(2,2)"
"2415645057272227126","LITERAL","2"
"2415645057272227127","LITERAL","2"
"2415645057272227128","<operator>.addressOf","&wsaData"
"2415645057272227129","IDENTIFIER","wsaData"
"2415645057272227130","IDENTIFIER","NO_ERROR"
"2415645057272227131","BLOCK",""
"2415645057272227132","CONTROL_STRUCTURE","break;"
"2415645057272227133","<operator>.assignment","wsaDataInit = 1"
"2415645057272227134","IDENTIFIER","wsaDataInit"
"2415645057272227135","LITERAL","1"
"2415645057272227136","<operator>.assignment","listenSocket = socket(PF_INET, SOCK_STREAM, 0)"
"2415645057272227137","IDENTIFIER","listenSocket"
"2415645057272227138","socket","socket(PF_INET, SOCK_STREAM, 0)"
"2415645057272227139","IDENTIFIER","PF_INET"
"2415645057272227140","IDENTIFIER","SOCK_STREAM"
"2415645057272227141","LITERAL","0"
"2415645057272227142","CONTROL_STRUCTURE","if (listenSocket == INVALID_SOCKET)"
"2415645057272227143","<operator>.equals","listenSocket == INVALID_SOCKET"
"2415645057272227144","IDENTIFIER","listenSocket"
"2415645057272227145","IDENTIFIER","INVALID_SOCKET"
"2415645057272227146","BLOCK",""
"2415645057272227147","CONTROL_STRUCTURE","break;"
"2415645057272227148","memset","memset(&service, 0, sizeof(service))"
"2415645057272227149","<operator>.addressOf","&service"
"2415645057272227150","IDENTIFIER","service"
"2415645057272227151","LITERAL","0"
"2415645057272227152","<operator>.sizeOf","sizeof(service)"
"2415645057272227153","IDENTIFIER","service"
"2415645057272227154","<operator>.assignment","service.sin_family = AF_INET"
"2415645057272227155","<operator>.fieldAccess","service.sin_family"
"2415645057272227156","IDENTIFIER","service"
"2415645057272227157","FIELD_IDENTIFIER","sin_family"
"2415645057272227158","IDENTIFIER","AF_INET"
"2415645057272227159","<operator>.assignment","service.sin_addr.s_addr = INADDR_ANY"
"2415645057272227160","<operator>.fieldAccess","service.sin_addr.s_addr"
"2415645057272227161","<operator>.fieldAccess","service.sin_addr"
"2415645057272227162","IDENTIFIER","service"
"2415645057272227163","FIELD_IDENTIFIER","sin_addr"
"2415645057272227164","FIELD_IDENTIFIER","s_addr"
"2415645057272227165","IDENTIFIER","INADDR_ANY"
"2415645057272227166","<operator>.assignment","service.sin_port = htons(LISTEN_PORT)"
"2415645057272227167","<operator>.fieldAccess","service.sin_port"
"2415645057272227168","IDENTIFIER","service"
"2415645057272227169","FIELD_IDENTIFIER","sin_port"
"2415645057272227170","htons","htons(LISTEN_PORT)"
"2415645057272227171","IDENTIFIER","LISTEN_PORT"
"2415645057272227172","CONTROL_STRUCTURE","if (SOCKET_ERROR == bind(listenSocket, (struct sockaddr*)&service, sizeof(service)))"
"2415645057272227173","<operator>.equals","SOCKET_ERROR == bind(listenSocket, (struct sockaddr*)&service, sizeof(service))"
"2415645057272227174","IDENTIFIER","SOCKET_ERROR"
"2415645057272227175","bind","bind(listenSocket, (struct sockaddr*)&service, sizeof(service))"
"2415645057272227176","IDENTIFIER","listenSocket"
"2415645057272227177","<operator>.cast","(struct sockaddr*)&service"
"2415645057272227178","UNKNOWN","struct sockaddr*"
"2415645057272227179","<operator>.addressOf","&service"
"2415645057272227180","IDENTIFIER","service"
"2415645057272227181","<operator>.sizeOf","sizeof(service)"
"2415645057272227182","IDENTIFIER","service"
"2415645057272227183","BLOCK",""
"2415645057272227184","CONTROL_STRUCTURE","break;"
"2415645057272227185","CONTROL_STRUCTURE","if (SOCKET_ERROR == listen(listenSocket, LISTEN_BACKLOG))"
"2415645057272227186","<operator>.equals","SOCKET_ERROR == listen(listenSocket, LISTEN_BACKLOG)"
"2415645057272227187","IDENTIFIER","SOCKET_ERROR"
"2415645057272227188","listen","listen(listenSocket, LISTEN_BACKLOG)"
"2415645057272227189","IDENTIFIER","listenSocket"
"2415645057272227190","IDENTIFIER","LISTEN_BACKLOG"
"2415645057272227191","BLOCK",""
"2415645057272227192","CONTROL_STRUCTURE","break;"
"2415645057272227193","<operator>.assignment","acceptSocket = accept(listenSocket, NULL, NULL)"
"2415645057272227194","IDENTIFIER","acceptSocket"
"2415645057272227195","accept","accept(listenSocket, NULL, NULL)"
"2415645057272227196","IDENTIFIER","listenSocket"
"2415645057272227197","IDENTIFIER","NULL"
"2415645057272227198","IDENTIFIER","NULL"
"2415645057272227199","CONTROL_STRUCTURE","if (acceptSocket == INVALID_SOCKET)"
"2415645057272227200","<operator>.equals","acceptSocket == INVALID_SOCKET"
"2415645057272227201","IDENTIFIER","acceptSocket"
"2415645057272227202","IDENTIFIER","INVALID_SOCKET"
"2415645057272227203","BLOCK",""
"2415645057272227204","CONTROL_STRUCTURE","break;"
"2415645057272227205","<operator>.assignment","recvResult = recv(acceptSocket, data, 100 - 1, 0)"
"2415645057272227206","IDENTIFIER","recvResult"
"2415645057272227207","recv","recv(acceptSocket, data, 100 - 1, 0)"
"2415645057272227208","IDENTIFIER","acceptSocket"
"2415645057272227209","IDENTIFIER","data"
"2415645057272227210","<operator>.subtraction","100 - 1"
"2415645057272227211","LITERAL","100"
"2415645057272227212","LITERAL","1"
"2415645057272227213","LITERAL","0"
"2415645057272227214","CONTROL_STRUCTURE","if (recvResult == SOCKET_ERROR || recvResult == 0)"
"2415645057272227215","<operator>.logicalOr","recvResult == SOCKET_ERROR || recvResult == 0"
"2415645057272227216","<operator>.equals","recvResult == SOCKET_ERROR"
"2415645057272227217","IDENTIFIER","recvResult"
"2415645057272227218","IDENTIFIER","SOCKET_ERROR"
"2415645057272227219","<operator>.equals","recvResult == 0"
"2415645057272227220","IDENTIFIER","recvResult"
"2415645057272227221","LITERAL","0"
"2415645057272227222","BLOCK",""
"2415645057272227223","CONTROL_STRUCTURE","break;"
"2415645057272227224","<operator>.assignment","data[recvResult] = '\0'"
"2415645057272227225","<operator>.indirectIndexAccess","data[recvResult]"
"2415645057272227226","IDENTIFIER","data"
"2415645057272227227","IDENTIFIER","recvResult"
"2415645057272227228","LITERAL","'\0'"
"2415645057272227229","LITERAL","0"
"2415645057272227230","CONTROL_STRUCTURE","if (acceptSocket != INVALID_SOCKET)"
"2415645057272227231","<operator>.notEquals","acceptSocket != INVALID_SOCKET"
"2415645057272227232","IDENTIFIER","acceptSocket"
"2415645057272227233","IDENTIFIER","INVALID_SOCKET"
"2415645057272227234","BLOCK",""
"2415645057272227235","closesocket","closesocket(acceptSocket)"
"2415645057272227236","IDENTIFIER","acceptSocket"
"2415645057272227237","CONTROL_STRUCTURE","if (listenSocket != INVALID_SOCKET)"
"2415645057272227238","<operator>.notEquals","listenSocket != INVALID_SOCKET"
"2415645057272227239","IDENTIFIER","listenSocket"
"2415645057272227240","IDENTIFIER","INVALID_SOCKET"
"2415645057272227241","BLOCK",""
"2415645057272227242","closesocket","closesocket(listenSocket)"
"2415645057272227243","IDENTIFIER","listenSocket"
"2415645057272227244","CONTROL_STRUCTURE","if (wsaDataInit)"
"2415645057272227245","IDENTIFIER","wsaDataInit"
"2415645057272227246","BLOCK",""
"2415645057272227247","WSACleanup","WSACleanup()"
"2415645057272227248","<operator>.assignment","*dataPtr1 = data"
"2415645057272227249","<operator>.indirection","*dataPtr1"
"2415645057272227250","IDENTIFIER","dataPtr1"
"2415645057272227251","IDENTIFIER","data"
"2415645057272227252","BLOCK",""
"2415645057272227253","LOCAL","data: char *"
"2415645057272227254","<operator>.assignment","* data = *dataPtr2"
"2415645057272227255","IDENTIFIER","data"
"2415645057272227256","<operator>.indirection","*dataPtr2"
"2415645057272227257","IDENTIFIER","dataPtr2"
"2415645057272227258","CONTROL_STRUCTURE","if (!SetComputerNameA(data))"
"2415645057272227259","<operator>.logicalNot","!SetComputerNameA(data)"
"2415645057272227260","SetComputerNameA","SetComputerNameA(data)"
"2415645057272227261","IDENTIFIER","data"
"2415645057272227262","BLOCK",""
"2415645057272227263","printLine","printLine(\""Failure setting computer name\"")"
"2415645057272227264","LITERAL","\""Failure setting computer name\"""
"2415645057272227265","exit","exit(1)"
"2415645057272227266","LITERAL","1"
"2415645057272227267","METHOD_RETURN","void"
"2415645057272227268","METHOD","goodG2B"
"2415645057272227269","BLOCK",""
"2415645057272227270","LOCAL","data: char *"
"2415645057272227271","LOCAL","dataPtr1: char * *"
"2415645057272227272","<operator>.assignment","* *dataPtr1 = &data"
"2415645057272227273","IDENTIFIER","dataPtr1"
"2415645057272227274","<operator>.addressOf","&data"
"2415645057272227275","IDENTIFIER","data"
"2415645057272227276","LOCAL","dataPtr2: char * *"
"2415645057272227277","<operator>.assignment","* *dataPtr2 = &data"
"2415645057272227278","IDENTIFIER","dataPtr2"
"2415645057272227279","<operator>.addressOf","&data"
"2415645057272227280","IDENTIFIER","data"
"2415645057272227281","LOCAL","dataBuffer: char [ 100 ]"
"2415645057272227282","<operator>.assignment","dataBuffer[100] = \""\"""
"2415645057272227283","IDENTIFIER","dataBuffer"
"2415645057272227284","LITERAL","\""\"""
"2415645057272227285","<operator>.assignment","data = dataBuffer"
"2415645057272227286","IDENTIFIER","data"
"2415645057272227287","IDENTIFIER","dataBuffer"
